,sample_20035,Sample_20139,sample_20185,Sample_20260,Sample_20464,sample_20476,Sample_20654,Sample_20655,Sample_20688,Sample_20736,sample_B10,Sample_B11,Sample_B12,Sample_B13,Sample_B14,sample_B15,Sample_B2,Sample_B3,Sample_B4,Sample_B5,sample_B6,Sample_B7,Sample_B8,Sample_B9,Sample_C1,sample_C10,Sample_C11,Sample_C12,Sample_C13,Sample_C14,Sample_C15,Sample_C2,Sample_C3,Sample_C4,Sample_C5,Sample_C6,Sample_C7,Sample_C8,Sample_C9
hsa-miR-3591-5p,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3605-5p,0,29,0,194,0,0,9,4,0,0,13,55,0,29,63,70,0,19,56,0,0,0,0,43,0,6,0,10,0,3,0,6,4,0,0,0,0,3,0
hsa-miR-361-5p,0,166,231,0,0,0,9,0,240,89,45,0,0,0,196,104,0,0,0,0,0,0,0,283,16,0,4,28,0,3,0,0,0,19,0,4,3,0,0
hsa-miR-3613-5p,6,0,0,0,1,3,0,0,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3614-5p,76,12,12,37,15,15,15,0,0,3,3,15,0,6,98,11,12,95,0,0,46,24,34,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
hsa-miR-3615,335,148,113,318,605,446,99,85,612,236,230,858,1522,437,677,1295,565,353,1181,711,1946,805,921,1079,154,178,252,292,14,63,3,329,11,91,3,0,6,43,0
hsa-miR-3617-5p,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-362-5p,31,0,7,0,0,0,0,0,4,2,0,1,0,0,0,0,1,0,28,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3620-5p,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3622a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3622b-5p,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-363-5p,997,143,105,369,195,162,10,16,599,224,76,604,856,111,570,199,886,91,3916,357,3733,968,2780,431,26,90,51,44,17,19,0,22,0,20,11,12,11,31,0
hsa-miR-3648,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
hsa-miR-3652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3653-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
hsa-miR-3659,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-365a-5p,15,0,0,0,0,2,0,0,0,4,0,0,3,0,0,0,6,0,9,3,20,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-365b-5p,15,0,0,0,0,2,0,0,0,4,0,0,5,0,0,0,6,0,6,3,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3661,0,0,0,0,0,2,0,0,2,4,0,0,3,0,0,0,3,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3667-5p,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3675-3p,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3675-5p,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3677-5p,0,0,6,0,0,0,0,0,8,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3678-5p,4,3,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3680-3p,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3680-5p,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3684,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3687,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3688-5p,10,0,0,0,2,1,0,0,3,4,0,2,8,0,0,3,3,9,26,0,8,11,25,1,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0
hsa-miR-369-5p,20,21,46,42,40,82,0,0,115,45,0,0,1,0,0,2,106,0,49,0,11,24,12,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-3690,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3691-5p,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,2,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-370-3p,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-370-5p,19,29,33,0,31,2,0,0,9,4,0,3,0,0,2,0,35,0,6,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-371a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-371b-5p,80,0,16,15,9,35,0,0,0,0,0,5,28,0,0,2,11,0,63,10,11,8,4,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-373-5p,0,0,0,0,13,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-374a-5p,7,70,109,32,23,4,0,0,11,0,0,3,3,0,0,0,0,0,26,0,4,6,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-374b-5p,23,28,25,0,19,6,0,0,34,4,0,0,0,0,0,0,3,0,34,0,9,5,6,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0
hsa-miR-375,194,34,24,342,80,143,0,19,2115,474,47,236,1055,346,153,58,449,104,506,1084,2639,1038,528,244,27,38,74,111,0,6,5,211,3,11,1,4,5,2,0
hsa-miR-376a-5p,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-376b-5p,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-376c-5p,0,0,9,0,0,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-377-5p,0,0,4,0,12,15,0,0,27,3,0,0,0,0,0,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-378a-5p,1895,291,756,1518,1552,779,176,32,755,408,239,973,2011,742,2424,316,1641,7521,9249,1626,3514,3529,3110,1416,23,56,99,158,47,40,0,156,0,156,24,14,17,59,0
hsa-miR-378c,0,0,0,0,0,0,0,0,0,32,0,0,0,0,457,0,0,487,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-378e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-378i,0,0,0,26,0,0,0,0,0,0,0,0,0,0,22,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-379-5p,0,0,5,0,0,3,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-380-5p,7,0,0,6,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-381-5p,134,81,169,100,286,183,8,14,248,202,0,0,13,13,0,4,341,0,104,0,51,60,33,45,5,0,0,0,0,0,0,3,0,0,2,0,0,0,0
hsa-miR-382-5p,0,0,0,6,3,7,0,0,24,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-383-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3909,7,0,0,4,0,4,0,0,0,2,0,2,6,0,0,0,9,0,9,0,4,15,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3911,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3912-5p,0,0,6,0,2,1,0,0,0,4,0,0,0,0,0,0,3,0,3,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3913-5p,9,0,4,0,12,4,0,0,0,4,0,0,0,0,7,4,7,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3918,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3922-5p,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3928-5p,12,0,9,0,20,7,0,0,17,0,0,0,0,0,5,0,0,6,0,0,16,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3934-5p,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3939,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3940-5p,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3942-5p,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3944-5p,0,0,0,5,0,1,0,0,0,0,4,7,4,0,4,0,0,0,7,0,9,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-409-5p,158,449,891,187,1773,2306,21,78,1909,992,67,110,196,72,22,107,1716,21,194,75,75,459,131,510,0,6,9,76,0,7,0,24,0,0,11,12,0,15,0
hsa-miR-410-5p,281,469,826,310,504,795,0,16,534,585,4,40,66,0,25,8,695,12,119,3,39,105,78,65,5,1,0,15,0,0,0,0,0,7,13,0,0,0,0
hsa-miR-411-5p,18,164,269,48,117,68,0,6,108,87,0,0,4,0,0,5,107,0,23,7,3,20,17,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
hsa-miR-412-5p,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-421,132,154,186,98,213,254,0,0,636,182,0,29,113,17,44,27,275,108,734,1,177,142,204,78,0,31,8,0,11,0,0,1,4,0,2,0,10,9,0
hsa-miR-423-5p,205493,127636,113124,116253,90559,60538,6715,3787,111936,26909,22894,91601,172353,51918,69276,41770,79322,14820,127768,115373,220092,104225,129712,73400,15485,25466,46455,26426,3758,6712,937,28536,2978,7931,2535,3297,1783,9943,93
hsa-miR-424-5p,926,0,0,0,334,0,5,0,0,55,41,178,421,155,370,90,143,208,809,117,820,282,811,82,0,7,17,5,0,6,0,0,0,0,4,1,0,4,0
hsa-miR-4284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-429,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0
hsa-miR-431-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-431-5p,16,25,141,8,176,193,0,19,319,356,15,6,21,0,7,0,209,0,23,0,0,51,9,57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-432-5p,16,17,59,40,84,271,0,0,695,494,0,12,0,0,2,2,82,6,9,0,19,19,2,36,4,0,0,35,0,0,0,1,0,4,5,3,0,0,0
hsa-miR-4326,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-433-3p,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-433-5p,14,15,23,9,31,93,0,6,108,61,0,5,13,0,0,0,18,0,0,0,2,0,6,3,0,10,0,4,0,0,0,0,0,0,0,0,0,5,0
hsa-miR-4417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4424,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4425,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4433a-5p,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4433b-3p,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4433b-5p,5,434,70,59,242,131,0,0,1899,420,0,17,22,0,9,23,205,0,14,34,14,36,15,39,6,35,46,54,5,8,1,6,1,4,11,0,0,0,0
hsa-miR-4435,0,24,9,0,8,2,0,0,7,4,0,1,3,0,0,0,18,0,11,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4436a,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4436b-5p,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4440,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4446-5p,66,99,184,3,436,314,16,7,826,488,4,14,77,28,7,16,129,0,113,27,25,62,50,58,20,13,33,54,4,4,0,8,4,0,44,10,3,11,1
hsa-miR-4448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4449,0,3,0,1,0,2,0,11,7,0,11,0,5,0,1,0,3,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4465,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4466,0,0,0,8,0,1,0,5,0,6,0,5,0,2,2,2,0,0,0,1,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4474-5p,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4477b,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4479,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4482-5p,19,0,10,41,0,0,0,0,2,0,0,0,21,2,0,0,18,0,0,0,8,31,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4485-3p,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4485-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
hsa-miR-4487,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4488,0,0,0,0,0,0,2,23,0,0,0,0,82,0,82,0,53,0,58,0,0,65,0,0,0,0,0,0,0,0,0,19,0,20,0,0,0,0,0
hsa-miR-4491,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-449a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-449c-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-450a-5p,18,10,7,6,4,5,0,0,5,0,5,0,2,0,0,3,12,0,42,0,2,6,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-450b-5p,72,26,35,50,47,19,0,0,29,11,0,2,6,6,2,3,48,25,127,4,23,21,45,1,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0
hsa-miR-4511,0,3,0,0,4,6,0,0,0,6,0,0,0,0,0,4,5,0,2,0,0,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4512,0,0,2,0,7,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4513,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-451a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0
hsa-miR-452-5p,0,0,3,0,10,0,0,0,25,7,0,4,1,0,2,0,0,9,2,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4520-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4524a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4529-5p,0,0,0,0,0,0,0,0,0,2,0,0,0,14,3,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-454-5p,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-455-5p,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,4,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4632-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4638-5p,0,4,0,0,3,2,0,0,4,2,0,0,8,0,0,0,0,0,13,0,5,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4642,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4645-3p,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4645-5p,18,4,8,0,12,9,0,0,16,9,0,0,0,0,0,0,13,0,11,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4646-5p,7,3,6,8,0,5,5,0,9,2,0,2,2,0,0,4,3,0,1,14,8,3,3,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4647,0,0,0,0,0,4,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4653-5p,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4654,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4655-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4657,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4658,5,5,0,69,0,1,0,0,0,0,0,2,0,0,13,0,0,8,0,0,15,2,10,0,0,0,0,0,0,0,2,0,0,9,0,0,0,2,0
hsa-miR-4659a-5p,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4659b-5p,0,0,0,0,5,0,0,0,5,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4660,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4661-5p,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4662a-5p,7,10,3,0,0,1,0,0,14,3,0,0,0,0,0,0,10,0,23,0,13,13,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4664-5p,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4665-5p,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-4666a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4667-5p,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
hsa-miR-4670-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4671-5p,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4673,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4676-5p,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4677-5p,0,0,0,0,0,0,0,0,4,0,0,0,0,4,2,0,6,12,19,0,10,0,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
