,sample_20035,Sample_20139,sample_20185,Sample_20260,Sample_20464,sample_20476,Sample_20654,Sample_20655,Sample_20688,Sample_20736,sample_B10,Sample_B11,Sample_B12,Sample_B13,Sample_B14,sample_B15,Sample_B2,Sample_B3,Sample_B4,Sample_B5,sample_B6,Sample_B7,Sample_B8,Sample_B9,Sample_C1,sample_C10,Sample_C11,Sample_C12,Sample_C13,Sample_C14,Sample_C15,Sample_C2,Sample_C3,Sample_C4,Sample_C5,Sample_C6,Sample_C7,Sample_C8,Sample_C9
hsa-miR-625-5p,5.386494781445098,7.670080089683215,7.077410858271482,5.2388766550677515,6.459083209440373,4.645985231068157,0.0,0.0,7.366563632997356,4.563930305690713,0.0,1.623926005854212,2.0944149307677766,3.355064738907729,0.0,2.019699398241936,4.818693372360056,4.334373975106701,4.8344098741156465,0.0,2.6699483882818233,4.029397759443234,4.369789285761906,3.2052822987448804,0.0,0.0,0.0,3.980354850034297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-627-5p,4.077128195569954,3.951991664491402,5.138609325173514,3.0622029065307843,3.6631033362884766,0.0,0.0,0.0,2.465948267141201,4.009147456049188,0.0,2.6335046514956204,1.5327978927876977,0.0,0.0,1.0131627741133045,4.766210459912038,4.334373975106701,3.884111414846098,2.0131402436558408,2.522340470146008,3.5175084327210193,3.437935155752391,2.353788402365123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8197621485154114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-628-5p,6.044981576587012,6.003814669946131,5.894117070285563,3.3858694110486525,6.061007590091236,6.258228848014021,0.0,0.0,6.219741993172395,6.493462373048546,0.0,2.7497160603459343,2.2591003464747232,0.0,3.4151005694727425,1.0131627741133045,5.403795298580074,0.0,5.906720906998772,1.4966972048117095,3.948760739819187,4.625904823980461,4.603957099953839,2.353788402365123,0.0,0.0,3.6470461946699806,5.2463705544609045,0.0,0.0,0.0,0.0,0.0,6.157756581122322,7.136584475207177,0.0,0.0,0.0,0.0
hsa-miR-629-5p,5.412339787463558,4.178586552910874,2.745129405648739,3.2330939496992213,1.6422084730978255,0.0,0.0,0.0,4.338483149502889,4.563930305690713,0.0,1.623926005854212,2.62386541357675,0.0,2.705773587162871,0.0,1.5928109271596718,4.453932919468015,4.422965399558148,0.0,2.886670123314002,0.0,2.2151968365809775,2.0298895192900965,0.0,4.447528745967677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.735967591488415,0.0,0.0,0.0,0.0,0.0
hsa-miR-636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1568131242020665,4.468744856385923,0.0,4.377137657516506,1.769714106030624,2.649759153454997,2.362626141915443,2.454348662406721,0.0,2.6390184421457543,1.5687284407344986,1.4966972048117095,0.0,0.7628078701437137,2.91804431190961,3.4282982915533693,6.888591951924702,5.226264387972639,0.0,5.098584253984896,0.0,0.0,0.0,6.166844723763815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-641,2.9644242577508915,0.0,3.023365906959195,0.0,0.0,1.100718862138279,0.0,0.0,3.554175841297291,2.8157205791129036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.786448807709886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-642a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6045757873742452,0.0,0.0,0.0,0.0,0.0,0.0,3.958990432289623,0.0,0.0,0.0,1.2971207685801647,1.345889044816067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6499-5p,0.0,4.700693455054925,3.7902634040364225,5.561189440763958,4.402832186292564,1.717750130941088,9.588622046827288,7.344342328494585,1.4312685282023285,5.031823862812759,7.378919655784026,3.138810179986803,1.2491813638644222,5.08630212665884,3.2150749908749567,1.9453555213117968,3.8182750149987554,3.9015143177202813,0.0,3.5013673335872704,1.022581445102276,0.0,2.0973088224919896,4.766158045163519,6.3634786306323825,5.8642580096628025,3.6470461946699806,5.7208972639293725,10.181419605579599,7.862480213467036,8.364988550099683,4.5711955865536575,9.754505761154245,8.895327068122606,7.136584475207177,8.610164268519412,9.246569930673902,7.863967812829363,9.839066888202286
hsa-miR-6501-5p,0.0,0.0,0.0,0.0,0.0,1.100718862138279,0.0,0.0,0.0,0.0,0.0,0.0,0.42681891601063743,0.0,2.705773587162871,0.0,0.0,0.0,2.4130928355527557,0.0,0.0,1.6277793250588073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6502-5p,0.0,0.0,0.0,0.0,1.6422084730978255,1.100718862138279,0.0,0.0,0.0,2.467418069079263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4784917291939712,0.0,0.0,0.0,1.4965771754832178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-6509-3p,1.7085755282441701,0.0,0.0,0.0,0.0,1.100718862138279,0.0,0.0,1.705955719272033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.363532843247754,0.0,0.0,2.5552096877510224,1.0655962612274466,1.345889044816067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.956425198072125,0.0,0.0,0.0,0.0,0.0
